grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
5.65,0.163,0.441,0.0782,0.0545,0.0808,0.163,0.441,0.0782,0.0545,0.0808,2.67e+07,2.09e+05
5.69,0.163,0.439,0.0779,0.0541,0.08,0.163,0.439,0.0779,0.0541,0.08,2.68e+07,2.09e+05
5.6,0.163,0.441,0.0787,0.0542,0.0805,0.163,0.441,0.0787,0.0542,0.0805,2.68e+07,2.09e+05
5.59,0.162,0.437,0.0785,0.0538,0.0804,0.162,0.437,0.0785,0.0538,0.0804,2.68e+07,2.1e+05
5.63,0.164,0.437,0.0791,0.0544,0.0809,0.164,0.437,0.0791,0.0544,0.0809,2.69e+07,2.1e+05
5.74,0.163,0.44,0.0798,0.0538,0.0807,0.163,0.44,0.0798,0.0538,0.0807,2.69e+07,2.1e+05
5.74,0.164,0.44,0.0782,0.0547,0.0805,0.164,0.44,0.0782,0.0547,0.0805,2.7e+07,2.11e+05
5.66,0.162,0.438,0.0785,0.0543,0.0805,0.162,0.438,0.0785,0.0543,0.0805,2.7e+07,2.11e+05
5.64,0.162,0.441,0.0791,0.0546,0.0791,0.162,0.441,0.0791,0.0546,0.0791,2.7e+07,2.11e+05
5.71,0.164,0.44,0.0789,0.0538,0.0789,0.164,0.44,0.0789,0.0538,0.0789,2.71e+07,2.12e+05
5.6,0.161,0.438,0.0791,0.0536,0.0789,0.161,0.438,0.0791,0.0536,0.0789,2.71e+07,2.12e+05
5.6,0.161,0.437,0.0803,0.0541,0.08,0.161,0.437,0.0803,0.0541,0.08,2.71e+07,2.12e+05
5.57,0.163,0.443,0.0781,0.0534,0.0799,0.163,0.443,0.0781,0.0534,0.0799,2.72e+07,2.12e+05
5.75,0.166,0.445,0.0797,0.0541,0.0803,0.166,0.445,0.0797,0.0541,0.0803,2.72e+07,2.13e+05
5.66,0.164,0.443,0.0789,0.0542,0.0798,0.164,0.443,0.0789,0.0542,0.0798,2.73e+07,2.13e+05
5.59,0.162,0.439,0.0788,0.0547,0.0802,0.162,0.439,0.0788,0.0547,0.0802,2.73e+07,2.13e+05
5.59,0.163,0.436,0.0787,0.0549,0.079,0.163,0.436,0.0787,0.0549,0.079,2.73e+07,2.14e+05
5.58,0.162,0.443,0.0788,0.0535,0.0794,0.162,0.443,0.0788,0.0535,0.0794,2.74e+07,2.14e+05
5.58,0.163,0.44,0.079,0.0532,0.0793,0.163,0.44,0.079,0.0532,0.0793,2.74e+07,2.14e+05
5.77,0.163,0.436,0.0807,0.0545,0.0803,0.163,0.436,0.0807,0.0545,0.0803,2.75e+07,2.14e+05
5.63,0.162,0.438,0.0786,0.0533,0.0792,0.162,0.438,0.0786,0.0533,0.0792,2.75e+07,2.15e+05
5.75,0.162,0.438,0.08,0.0539,0.0796,0.162,0.438,0.08,0.0539,0.0796,2.75e+07,2.15e+05
5.65,0.163,0.439,0.0792,0.054,0.0796,0.163,0.439,0.0792,0.054,0.0796,2.76e+07,2.15e+05
5.77,0.164,0.438,0.0785,0.0538,0.0803,0.164,0.438,0.0785,0.0538,0.0803,2.76e+07,2.16e+05
5.7,0.164,0.441,0.0776,0.0532,0.0797,0.164,0.441,0.0776,0.0532,0.0797,2.76e+07,2.16e+05
5.74,0.162,0.437,0.0788,0.0543,0.0794,0.162,0.437,0.0788,0.0543,0.0794,2.77e+07,2.16e+05
5.64,0.163,0.436,0.0802,0.0544,0.0806,0.163,0.436,0.0802,0.0544,0.0806,2.77e+07,2.17e+05
5.6,0.165,0.445,0.0793,0.0533,0.081,0.165,0.445,0.0793,0.0533,0.081,2.78e+07,2.17e+05
5.56,0.16,0.427,0.0789,0.0533,0.0792,0.16,0.427,0.0789,0.0533,0.0792,2.78e+07,2.17e+05
5.51,0.164,0.443,0.0791,0.054,0.0801,0.164,0.443,0.0791,0.054,0.0801,2.78e+07,2.18e+05
5.56,0.163,0.439,0.0789,0.0538,0.0793,0.163,0.439,0.0789,0.0538,0.0793,2.79e+07,2.18e+05
5.64,0.163,0.44,0.0807,0.0546,0.079,0.163,0.44,0.0807,0.0546,0.079,2.79e+07,2.18e+05
5.48,0.16,0.435,0.0798,0.0523,0.0793,0.16,0.435,0.0798,0.0523,0.0793,2.8e+07,2.18e+05
5.65,0.163,0.443,0.0781,0.0533,0.0795,0.163,0.443,0.0781,0.0533,0.0795,2.8e+07,2.19e+05
5.81,0.163,0.433,0.0799,0.0543,0.0794,0.163,0.433,0.0799,0.0543,0.0794,2.8e+07,2.19e+05
5.51,0.162,0.433,0.0795,0.0539,0.0783,0.162,0.433,0.0795,0.0539,0.0783,2.81e+07,2.19e+05
5.56,0.163,0.436,0.0796,0.0533,0.0795,0.163,0.436,0.0796,0.0533,0.0795,2.81e+07,2.2e+05
5.75,0.164,0.443,0.0783,0.054,0.0797,0.164,0.443,0.0783,0.054,0.0797,2.81e+07,2.2e+05
5.62,0.165,0.442,0.0793,0.0532,0.0789,0.165,0.442,0.0793,0.0532,0.0789,2.82e+07,2.2e+05
5.53,0.16,0.432,0.0794,0.0539,0.0793,0.16,0.432,0.0794,0.0539,0.0793,2.82e+07,2.20e+05
5.55,0.164,0.439,0.0786,0.0528,0.0797,0.164,0.439,0.0786,0.0528,0.0797,2.83e+07,2.21e+05
5.55,0.163,0.431,0.0785,0.0545,0.0802,0.163,0.431,0.0785,0.0545,0.0802,2.83e+07,2.21e+05
5.66,0.163,0.438,0.0781,0.0536,0.0788,0.163,0.438,0.0781,0.0536,0.0788,2.83e+07,2.21e+05
5.79,0.162,0.434,0.0791,0.0532,0.0791,0.162,0.434,0.0791,0.0532,0.0791,2.84e+07,2.22e+05
5.74,0.16,0.431,0.0789,0.0533,0.079,0.16,0.431,0.0789,0.0533,0.079,2.84e+07,2.22e+05
5.65,0.163,0.438,0.0788,0.0537,0.0801,0.163,0.438,0.0788,0.0537,0.0801,2.85e+07,2.22e+05
5.48,0.161,0.436,0.0781,0.0536,0.0786,0.161,0.436,0.0781,0.0536,0.0786,2.85e+07,2.23e+05
5.46,0.161,0.432,0.0785,0.0536,0.0784,0.161,0.432,0.0785,0.0536,0.0784,2.85e+07,2.23e+05
5.57,0.162,0.437,0.0798,0.0541,0.0789,0.162,0.437,0.0798,0.0541,0.0789,2.86e+07,2.23e+05
5.54,0.162,0.437,0.0782,0.0535,0.0792,0.162,0.437,0.0782,0.0535,0.0792,2.86e+07,2.24e+05
5.55,0.161,0.434,0.0797,0.0522,0.0788,0.161,0.434,0.0797,0.0522,0.0788,2.86e+07,2.24e+05
5.47,0.161,0.433,0.0788,0.0535,0.0797,0.161,0.433,0.0788,0.0535,0.0797,2.87e+07,2.24e+05
5.76,0.162,0.431,0.0799,0.053,0.0803,0.162,0.431,0.0799,0.053,0.0803,2.87e+07,2.24e+05
5.51,0.164,0.44,0.0784,0.054,0.0782,0.164,0.44,0.0784,0.054,0.0782,2.88e+07,2.25e+05
5.78,0.164,0.445,0.0811,0.0526,0.0783,0.164,0.445,0.0811,0.0526,0.0783,2.88e+07,2.25e+05
5.63,0.162,0.434,0.0796,0.0533,0.08,0.162,0.434,0.0796,0.0533,0.08,2.88e+07,2.25e+05
5.66,0.162,0.438,0.0781,0.0532,0.0789,0.162,0.438,0.0781,0.0532,0.0789,2.89e+07,2.26e+05
5.46,0.162,0.438,0.0782,0.0537,0.0788,0.162,0.438,0.0782,0.0537,0.0788,2.89e+07,2.26e+05
5.74,0.161,0.428,0.0801,0.0541,0.0789,0.161,0.428,0.0801,0.0541,0.0789,2.9e+07,2.26e+05
5.48,0.161,0.438,0.0773,0.0532,0.0791,0.161,0.438,0.0773,0.0532,0.0791,2.9e+07,2.26e+05
5.57,0.161,0.433,0.0788,0.0537,0.0776,0.161,0.433,0.0788,0.0537,0.0776,2.9e+07,2.27e+05
5.43,0.163,0.44,0.0792,0.053,0.0786,0.163,0.44,0.0792,0.053,0.0786,2.91e+07,2.27e+05
5.57,0.162,0.435,0.0792,0.0535,0.0794,0.162,0.435,0.0792,0.0535,0.0794,2.91e+07,2.27e+05
5.6,0.162,0.439,0.0791,0.0528,0.0787,0.162,0.439,0.0791,0.0528,0.0787,2.91e+07,2.28e+05
5.66,0.164,0.441,0.0784,0.0522,0.0802,0.164,0.441,0.0784,0.0522,0.0802,2.92e+07,2.28e+05
5.54,0.162,0.437,0.0782,0.0534,0.0787,0.162,0.437,0.0782,0.0534,0.0787,2.92e+07,2.28e+05
5.58,0.162,0.436,0.0783,0.0535,0.0786,0.162,0.436,0.0783,0.0535,0.0786,2.93e+07,2.29e+05
5.58,0.16,0.432,0.0785,0.0532,0.0776,0.16,0.432,0.0785,0.0532,0.0776,2.93e+07,2.29e+05
5.6,0.163,0.442,0.0793,0.0528,0.0783,0.163,0.442,0.0793,0.0528,0.0783,2.93e+07,2.29e+05
5.51,0.161,0.442,0.0787,0.0533,0.0781,0.161,0.442,0.0787,0.0533,0.0781,2.94e+07,2.3e+05
5.58,0.163,0.439,0.0794,0.053,0.0776,0.163,0.439,0.0794,0.053,0.0776,2.94e+07,2.3e+05
5.55,0.162,0.435,0.0792,0.0545,0.0784,0.162,0.435,0.0792,0.0545,0.0784,2.95e+07,2.3e+05
5.59,0.161,0.434,0.0804,0.0523,0.0783,0.161,0.434,0.0804,0.0523,0.0783,2.95e+07,2.3e+05
5.67,0.163,0.438,0.0779,0.0535,0.0782,0.163,0.438,0.0779,0.0535,0.0782,2.95e+07,2.31e+05
5.6,0.161,0.432,0.0783,0.0538,0.0792,0.161,0.432,0.0783,0.0538,0.0792,2.96e+07,2.31e+05
5.49,0.16,0.436,0.0794,0.0533,0.0782,0.16,0.436,0.0794,0.0533,0.0782,2.96e+07,2.31e+05
5.51,0.161,0.433,0.0787,0.0532,0.0785,0.161,0.433,0.0787,0.0532,0.0785,2.96e+07,2.32e+05
5.66,0.162,0.437,0.0783,0.0532,0.0784,0.162,0.437,0.0783,0.0532,0.0784,2.97e+07,2.32e+05
5.45,0.159,0.435,0.0789,0.053,0.077,0.159,0.435,0.0789,0.053,0.077,2.97e+07,2.32e+05
5.5,0.162,0.44,0.0799,0.0527,0.0768,0.162,0.44,0.0799,0.0527,0.0768,2.98e+07,2.32e+05
5.57,0.16,0.435,0.0802,0.0534,0.0772,0.16,0.435,0.0802,0.0534,0.0772,2.98e+07,2.33e+05
5.48,0.159,0.429,0.0793,0.053,0.0781,0.159,0.429,0.0793,0.053,0.0781,2.98e+07,2.33e+05
5.56,0.161,0.429,0.0793,0.0526,0.0786,0.161,0.429,0.0793,0.0526,0.0786,2.99e+07,2.33e+05
5.59,0.161,0.434,0.08,0.0534,0.0787,0.161,0.434,0.08,0.0534,0.0787,2.99e+07,2.34e+05
5.33,0.159,0.432,0.0795,0.0535,0.0767,0.159,0.432,0.0795,0.0535,0.0767,3e+07,2.34e+05
5.53,0.161,0.43,0.0789,0.0523,0.0777,0.161,0.43,0.0789,0.0523,0.0777,3e+07,2.34e+05
5.49,0.158,0.427,0.0785,0.0529,0.0777,0.158,0.427,0.0785,0.0529,0.0777,3e+07,2.35e+05
5.34,0.161,0.434,0.0803,0.0537,0.0787,0.161,0.434,0.0803,0.0537,0.0787,3.01e+07,2.35e+05
5.44,0.162,0.439,0.0794,0.0527,0.0769,0.162,0.439,0.0794,0.0527,0.0769,3.01e+07,2.35e+05
5.62,0.165,0.441,0.0798,0.0545,0.0781,0.165,0.441,0.0798,0.0545,0.0781,3.01e+07,2.36e+05
5.51,0.16,0.429,0.0779,0.0534,0.0793,0.16,0.429,0.0779,0.0534,0.0793,3.02e+07,2.36e+05
5.49,0.161,0.434,0.0798,0.0538,0.0782,0.161,0.434,0.0798,0.0538,0.0782,3.02e+07,2.36e+05
5.39,0.16,0.429,0.0784,0.0546,0.078,0.16,0.429,0.0784,0.0546,0.078,3.03e+07,2.36e+05
5.49,0.163,0.435,0.0807,0.0524,0.0786,0.163,0.435,0.0807,0.0524,0.0786,3.03e+07,2.37e+05
5.47,0.161,0.433,0.0775,0.053,0.0773,0.161,0.433,0.0775,0.053,0.0773,3.03e+07,2.37e+05
5.51,0.163,0.443,0.0775,0.0534,0.0774,0.163,0.443,0.0775,0.0534,0.0774,3.04e+07,2.37e+05
5.54,0.162,0.437,0.08,0.053,0.078,0.162,0.437,0.08,0.053,0.078,3.04e+07,2.38e+05
5.44,0.163,0.441,0.0782,0.054,0.0771,0.163,0.441,0.0782,0.054,0.0771,3.05e+07,2.38e+05
5.52,0.163,0.439,0.0802,0.0526,0.0785,0.163,0.439,0.0802,0.0526,0.0785,3.05e+07,2.38e+05
5.59,0.161,0.432,0.0781,0.0533,0.0778,0.161,0.432,0.0781,0.0533,0.0778,3.05e+07,2.38e+05
5.58,0.162,0.437,0.0788,0.0534,0.0782,0.162,0.437,0.0788,0.0534,0.0782,3.06e+07,2.39e+05
5.47,0.163,0.436,0.0798,0.0533,0.0773,0.163,0.436,0.0798,0.0533,0.0773,3.06e+07,2.39e+05
5.56,0.162,0.437,0.0794,0.0539,0.0771,0.162,0.437,0.0794,0.0539,0.0771,3.06e+07,2.39e+05
5.63,0.16,0.431,0.0794,0.053,0.0772,0.16,0.431,0.0794,0.053,0.0772,3.07e+07,2.4e+05
5.55,0.161,0.435,0.0792,0.0523,0.0778,0.161,0.435,0.0792,0.0523,0.0778,3.07e+07,2.4e+05
5.34,0.162,0.433,0.0791,0.0539,0.0784,0.162,0.433,0.0791,0.0539,0.0784,3.08e+07,2.4e+05
5.52,0.162,0.437,0.0798,0.0533,0.0785,0.162,0.437,0.0798,0.0533,0.0785,3.08e+07,2.41e+05
5.58,0.159,0.432,0.0807,0.0526,0.0776,0.159,0.432,0.0807,0.0526,0.0776,3.08e+07,2.41e+05
5.49,0.16,0.43,0.0792,0.0532,0.0766,0.16,0.43,0.0792,0.0532,0.0766,3.09e+07,2.41e+05
5.57,0.162,0.436,0.0788,0.0532,0.0781,0.162,0.436,0.0788,0.0532,0.0781,3.09e+07,2.42e+05
5.57,0.161,0.433,0.0786,0.0525,0.078,0.161,0.433,0.0786,0.0525,0.078,3.1e+07,2.42e+05
5.61,0.164,0.434,0.0796,0.053,0.0787,0.164,0.434,0.0796,0.053,0.0787,3.1e+07,2.42e+05
5.47,0.162,0.434,0.0798,0.0527,0.0788,0.162,0.434,0.0798,0.0527,0.0788,3.1e+07,2.42e+05
5.53,0.162,0.433,0.0803,0.0533,0.0775,0.162,0.433,0.0803,0.0533,0.0775,3.11e+07,2.43e+05
5.5,0.16,0.429,0.0799,0.0532,0.078,0.16,0.429,0.0799,0.0532,0.078,3.11e+07,2.43e+05
5.6,0.163,0.438,0.0777,0.0529,0.0782,0.163,0.438,0.0777,0.0529,0.0782,3.11e+07,2.43e+05
5.35,0.161,0.433,0.0787,0.0534,0.0786,0.161,0.433,0.0787,0.0534,0.0786,3.12e+07,2.44e+05
5.47,0.16,0.428,0.0798,0.0525,0.0782,0.16,0.428,0.0798,0.0525,0.0782,3.12e+07,2.44e+05
5.5,0.16,0.436,0.0796,0.052,0.0775,0.16,0.436,0.0796,0.052,0.0775,3.13e+07,2.44e+05
5.45,0.161,0.433,0.08,0.0521,0.0777,0.161,0.433,0.08,0.0521,0.0777,3.13e+07,2.44e+05
5.53,0.16,0.432,0.0796,0.0519,0.0768,0.16,0.432,0.0796,0.0519,0.0768,3.13e+07,2.45e+05
5.41,0.161,0.43,0.0795,0.053,0.0784,0.161,0.43,0.0795,0.053,0.0784,3.14e+07,2.45e+05
5.4,0.16,0.433,0.0786,0.0521,0.0789,0.16,0.433,0.0786,0.0521,0.0789,3.14e+07,2.45e+05
5.36,0.164,0.443,0.0802,0.0533,0.0769,0.164,0.443,0.0802,0.0533,0.0769,3.14e+07,2.46e+05
5.54,0.161,0.436,0.0782,0.0529,0.0778,0.161,0.436,0.0782,0.0529,0.0778,3.15e+07,2.46e+05
5.28,0.161,0.435,0.0801,0.0528,0.0778,0.161,0.435,0.0801,0.0528,0.0778,3.15e+07,2.46e+05
5.52,0.16,0.433,0.0804,0.0531,0.0782,0.16,0.433,0.0804,0.0531,0.0782,3.16e+07,2.47e+05
5.37,0.16,0.432,0.079,0.0537,0.0781,0.16,0.432,0.079,0.0537,0.0781,3.16e+07,2.47e+05
5.4,0.159,0.434,0.0784,0.0527,0.0766,0.159,0.434,0.0784,0.0527,0.0766,3.16e+07,2.47e+05
5.49,0.161,0.43,0.0793,0.0526,0.0783,0.161,0.43,0.0793,0.0526,0.0783,3.17e+07,2.48e+05
5.58,0.16,0.432,0.0786,0.053,0.0785,0.16,0.432,0.0786,0.053,0.0785,3.17e+07,2.48e+05
5.49,0.161,0.432,0.08,0.0525,0.0777,0.161,0.432,0.08,0.0525,0.0777,3.18e+07,2.48e+05
5.43,0.16,0.432,0.0785,0.0522,0.0776,0.16,0.432,0.0785,0.0522,0.0776,3.18e+07,2.48e+05
5.31,0.159,0.428,0.0794,0.0524,0.0782,0.159,0.428,0.0794,0.0524,0.0782,3.18e+07,2.49e+05
5.46,0.16,0.432,0.0798,0.0515,0.0768,0.16,0.432,0.0798,0.0515,0.0768,3.19e+07,2.49e+05
5.37,0.16,0.431,0.08,0.0522,0.0767,0.16,0.431,0.08,0.0522,0.0767,3.19e+07,2.49e+05
5.37,0.16,0.433,0.08,0.0526,0.0779,0.16,0.433,0.08,0.0526,0.0779,3.19e+07,2.5e+05
5.35,0.161,0.432,0.0807,0.052,0.0763,0.161,0.432,0.0807,0.052,0.0763,3.2e+07,2.5e+05
5.47,0.162,0.432,0.0798,0.0524,0.0779,0.162,0.432,0.0798,0.0524,0.0779,3.2e+07,2.5e+05
5.42,0.159,0.43,0.0801,0.0525,0.0774,0.159,0.43,0.0801,0.0525,0.0774,3.21e+07,2.50e+05
5.4,0.161,0.43,0.0774,0.0532,0.079,0.161,0.43,0.0774,0.0532,0.079,3.21e+07,2.51e+05
5.49,0.161,0.436,0.0786,0.0523,0.0779,0.161,0.436,0.0786,0.0523,0.0779,3.21e+07,2.51e+05
5.51,0.161,0.432,0.0792,0.0531,0.0795,0.161,0.432,0.0792,0.0531,0.0795,3.22e+07,2.51e+05
5.47,0.16,0.433,0.0787,0.053,0.0778,0.16,0.433,0.0787,0.053,0.0778,3.22e+07,2.52e+05
5.39,0.162,0.432,0.0788,0.0524,0.0769,0.162,0.432,0.0788,0.0524,0.0769,3.23e+07,2.52e+05
5.55,0.161,0.44,0.0793,0.0523,0.0769,0.161,0.44,0.0793,0.0523,0.0769,3.23e+07,2.52e+05
5.42,0.163,0.434,0.0785,0.0529,0.0776,0.163,0.434,0.0785,0.0529,0.0776,3.23e+07,2.53e+05
5.42,0.163,0.437,0.0782,0.0527,0.0784,0.163,0.437,0.0782,0.0527,0.0784,3.24e+07,2.53e+05
5.39,0.162,0.435,0.0788,0.0527,0.078,0.162,0.435,0.0788,0.0527,0.078,3.24e+07,2.53e+05
5.33,0.16,0.433,0.0785,0.0528,0.0767,0.16,0.433,0.0785,0.0528,0.0767,3.24e+07,2.54e+05
5.39,0.16,0.44,0.0793,0.052,0.0768,0.16,0.44,0.0793,0.052,0.0768,3.25e+07,2.54e+05
5.38,0.159,0.432,0.079,0.0519,0.0775,0.159,0.432,0.079,0.0519,0.0775,3.25e+07,2.54e+05
5.44,0.161,0.435,0.0783,0.0522,0.0767,0.161,0.435,0.0783,0.0522,0.0767,3.26e+07,2.54e+05
5.35,0.157,0.426,0.0793,0.0519,0.0772,0.157,0.426,0.0793,0.0519,0.0772,3.26e+07,2.55e+05
5.46,0.162,0.435,0.08,0.0528,0.0771,0.162,0.435,0.08,0.0528,0.0771,3.26e+07,2.55e+05
5.52,0.162,0.441,0.0789,0.0525,0.0768,0.162,0.441,0.0789,0.0525,0.0768,3.27e+07,2.55e+05
5.44,0.161,0.428,0.0791,0.0528,0.0779,0.161,0.428,0.0791,0.0528,0.0779,3.27e+07,2.56e+05
5.47,0.158,0.43,0.0795,0.0527,0.0767,0.158,0.43,0.0795,0.0527,0.0767,3.28e+07,2.56e+05
5.36,0.161,0.435,0.0796,0.0532,0.0767,0.161,0.435,0.0796,0.0532,0.0767,3.28e+07,2.56e+05
5.39,0.16,0.431,0.081,0.0516,0.0771,0.16,0.431,0.081,0.0516,0.0771,3.28e+07,2.56e+05
5.35,0.159,0.432,0.0794,0.0526,0.0772,0.159,0.432,0.0794,0.0526,0.0772,3.29e+07,2.57e+05
5.38,0.159,0.434,0.0775,0.0524,0.077,0.159,0.434,0.0775,0.0524,0.077,3.29e+07,2.57e+05
5.25,0.161,0.436,0.0813,0.0524,0.0782,0.161,0.436,0.0813,0.0524,0.0782,3.29e+07,2.57e+05
5.34,0.158,0.43,0.0796,0.052,0.077,0.158,0.43,0.0796,0.052,0.077,3.3e+07,2.58e+05
5.28,0.158,0.43,0.0795,0.0523,0.0759,0.158,0.43,0.0795,0.0523,0.0759,3.3e+07,2.58e+05
5.41,0.16,0.433,0.0789,0.0529,0.0756,0.16,0.433,0.0789,0.0529,0.0756,3.31e+07,2.58e+05
5.45,0.161,0.433,0.0803,0.0527,0.0774,0.161,0.433,0.0803,0.0527,0.0774,3.31e+07,2.59e+05
5.47,0.16,0.428,0.079,0.053,0.077,0.16,0.428,0.079,0.053,0.077,3.31e+07,2.59e+05
5.58,0.161,0.432,0.0787,0.053,0.0775,0.161,0.432,0.0787,0.053,0.0775,3.32e+07,2.59e+05
5.25,0.16,0.435,0.0792,0.0526,0.0765,0.16,0.435,0.0792,0.0526,0.0765,3.32e+07,2.6e+05
5.32,0.161,0.435,0.0787,0.0528,0.0772,0.161,0.435,0.0787,0.0528,0.0772,3.33e+07,2.6e+05
5.32,0.158,0.427,0.0795,0.0526,0.0758,0.158,0.427,0.0795,0.0526,0.0758,3.33e+07,2.6e+05
5.37,0.159,0.432,0.0802,0.0518,0.0768,0.159,0.432,0.0802,0.0518,0.0768,3.33e+07,2.6e+05
5.3,0.16,0.435,0.0795,0.052,0.0772,0.16,0.435,0.0795,0.052,0.0772,3.34e+07,2.61e+05
5.31,0.16,0.431,0.0801,0.0527,0.0777,0.16,0.431,0.0801,0.0527,0.0777,3.34e+07,2.61e+05
5.52,0.16,0.433,0.0782,0.0521,0.0763,0.16,0.433,0.0782,0.0521,0.0763,3.34e+07,2.61e+05
5.42,0.16,0.429,0.0806,0.0517,0.0764,0.16,0.429,0.0806,0.0517,0.0764,3.35e+07,2.62e+05
5.35,0.158,0.427,0.0788,0.0523,0.0775,0.158,0.427,0.0788,0.0523,0.0775,3.35e+07,2.62e+05
5.23,0.16,0.434,0.0788,0.0526,0.0765,0.16,0.434,0.0788,0.0526,0.0765,3.36e+07,2.62e+05
5.38,0.16,0.433,0.0788,0.052,0.0767,0.16,0.433,0.0788,0.052,0.0767,3.36e+07,2.62e+05
5.21,0.159,0.431,0.0798,0.0523,0.0771,0.159,0.431,0.0798,0.0523,0.0771,3.36e+07,2.63e+05
5.47,0.16,0.428,0.0789,0.0529,0.076,0.16,0.428,0.0789,0.0529,0.076,3.37e+07,2.63e+05
5.31,0.16,0.428,0.0789,0.0525,0.077,0.16,0.428,0.0789,0.0525,0.077,3.37e+07,2.63e+05
5.42,0.159,0.429,0.0795,0.0511,0.0786,0.159,0.429,0.0795,0.0511,0.0786,3.38e+07,2.64e+05
5.3,0.159,0.429,0.0804,0.0518,0.0761,0.159,0.429,0.0804,0.0518,0.0761,3.38e+07,2.64e+05
5.27,0.16,0.432,0.0798,0.0517,0.0762,0.16,0.432,0.0798,0.0517,0.0762,3.38e+07,2.64e+05
5.2,0.158,0.428,0.0788,0.052,0.075,0.158,0.428,0.0788,0.052,0.075,3.39e+07,2.65e+05
5.52,0.158,0.425,0.0797,0.052,0.0753,0.158,0.425,0.0797,0.052,0.0753,3.39e+07,2.65e+05
5.36,0.159,0.43,0.0798,0.0517,0.0757,0.159,0.43,0.0798,0.0517,0.0757,3.39e+07,2.65e+05
5.35,0.158,0.425,0.0789,0.0522,0.0765,0.158,0.425,0.0789,0.0522,0.0765,3.4e+07,2.66e+05
5.27,0.16,0.426,0.0786,0.0522,0.0771,0.16,0.426,0.0786,0.0522,0.0771,3.4e+07,2.66e+05
5.45,0.158,0.426,0.0785,0.052,0.0778,0.158,0.426,0.0785,0.052,0.0778,3.41e+07,2.66e+05
5.34,0.16,0.434,0.0796,0.0516,0.0769,0.16,0.434,0.0796,0.0516,0.0769,3.41e+07,2.66e+05
5.38,0.159,0.427,0.0806,0.0533,0.0761,0.159,0.427,0.0806,0.0533,0.0761,3.41e+07,2.67e+05
5.46,0.16,0.431,0.0792,0.052,0.0765,0.16,0.431,0.0792,0.052,0.0765,3.42e+07,2.67e+05
5.47,0.16,0.432,0.0799,0.0526,0.0774,0.16,0.432,0.0799,0.0526,0.0774,3.42e+07,2.67e+05
5.35,0.162,0.436,0.0788,0.0522,0.0773,0.162,0.436,0.0788,0.0522,0.0773,3.43e+07,2.68e+05
5.42,0.16,0.425,0.0796,0.053,0.0777,0.16,0.425,0.0796,0.053,0.0777,3.43e+07,2.68e+05
5.38,0.16,0.428,0.0799,0.052,0.0776,0.16,0.428,0.0799,0.052,0.0776,3.43e+07,2.68e+05
5.23,0.158,0.424,0.0788,0.0526,0.0769,0.158,0.424,0.0788,0.0526,0.0769,3.44e+07,2.68e+05
5.36,0.16,0.435,0.0788,0.0513,0.0765,0.16,0.435,0.0788,0.0513,0.0765,3.44e+07,2.69e+05
5.28,0.158,0.435,0.0772,0.0516,0.0757,0.158,0.435,0.0772,0.0516,0.0757,3.44e+07,2.69e+05
5.49,0.16,0.432,0.0796,0.0519,0.0762,0.16,0.432,0.0796,0.0519,0.0762,3.45e+07,2.69e+05
5.24,0.16,0.427,0.0789,0.0533,0.0771,0.16,0.427,0.0789,0.0533,0.0771,3.45e+07,2.7e+05
5.29,0.159,0.43,0.0785,0.0525,0.078,0.159,0.43,0.0785,0.0525,0.078,3.46e+07,2.7e+05
5.36,0.159,0.432,0.0794,0.0514,0.0759,0.159,0.432,0.0794,0.0514,0.0759,3.46e+07,2.7e+05
5.38,0.16,0.432,0.0799,0.0524,0.0777,0.16,0.432,0.0799,0.0524,0.0777,3.46e+07,2.71e+05
5.18,0.16,0.432,0.0805,0.0518,0.0764,0.16,0.432,0.0805,0.0518,0.0764,3.47e+07,2.71e+05
5.39,0.159,0.424,0.0794,0.0528,0.0758,0.159,0.424,0.0794,0.0528,0.0758,3.47e+07,2.71e+05
5.24,0.159,0.428,0.0794,0.0515,0.0759,0.159,0.428,0.0794,0.0515,0.0759,3.48e+07,2.72e+05
5.39,0.16,0.436,0.0785,0.0522,0.0769,0.16,0.436,0.0785,0.0522,0.0769,3.48e+07,2.72e+05
5.49,0.161,0.437,0.0793,0.0517,0.0758,0.161,0.437,0.0793,0.0517,0.0758,3.48e+07,2.72e+05
5.35,0.16,0.432,0.079,0.0526,0.0767,0.16,0.432,0.079,0.0526,0.0767,3.49e+07,2.72e+05
5.43,0.158,0.425,0.0789,0.0527,0.0777,0.158,0.425,0.0789,0.0527,0.0777,3.49e+07,2.73e+05
5.37,0.16,0.43,0.0781,0.0522,0.0772,0.16,0.43,0.0781,0.0522,0.0772,3.49e+07,2.73e+05
5.43,0.158,0.424,0.0789,0.0525,0.0773,0.158,0.424,0.0789,0.0525,0.0773,3.5e+07,2.73e+05
5.33,0.159,0.428,0.079,0.0522,0.0764,0.159,0.428,0.079,0.0522,0.0764,3.5e+07,2.74e+05
5.42,0.159,0.432,0.0783,0.052,0.0771,0.159,0.432,0.0783,0.052,0.0771,3.51e+07,2.74e+05
5.33,0.159,0.432,0.0775,0.0516,0.0766,0.159,0.432,0.0775,0.0516,0.0766,3.51e+07,2.74e+05
